"16","017.76","TB OF SPLEEN-OTH TEST","TB OF SPLEEN-OTH TEST","Tuberculosis of spleen, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","S",false,true,"01/01/2008","12/31/2100"
"17","017.8","TUBERCULOSIS OF ESOPHAGUS","TUBERCULOSIS OF ESOPHAGUS","Tuberculosis of esophagus","S",false,false,"01/01/2008","12/31/2100"
"18","017.80","TUBERCULOSIS ESOPHAGUS CONF UNSPEC","TUBERCULOSIS ESOPHAGUS CONFIRMATION UNSPECIFIED","Tuberculosis of esophagus, confirmation unspecified","S",false,true,"01/01/2008","12/31/2100"
"19","017.81","TB ESOPH EX NOT DONE","TB ESOPH EX NOT DONE","Tuberculosis of esophagus, bacteriological or histological examination not done","S",false,true,"01/01/2008","12/31/2100"
"20","017.82","TB ESOPH EX UNKN","TB ESOPH BACTERIOLOGICAL/HISTOLOGICAL EX UNKNOWN","Tuberculosis of esophagus, bacteriological or histological examination unknown (at present)","S",false,true,"01/01/2008","12/31/2100"
"21","017.83","TB ESOPH TUBERCLE BACILLI FOUND MIC","TUBERCULOSIS ESOPH TUBERCLE BACILLI FOUND MIC","Tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy","S",false,true,"01/01/2008","12/31/2100"
"22","017.84","TB ESOPHAGUS-CULT DX","TB OF ESOPHAGUS-CULT DX","Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","S",false,true,"01/01/2008","12/31/2100"
"23","017.85","TB ESOPHAGUS-HISTO DX","TB OF ESOPHAGUS-HISTO DX","Tuberculosis of esophagus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","S",false,true,"01/01/2008","12/31/2100"
"24","017.86","TB ESOPHAGUS-OTH TEST","TB OF ESOPHAGUS-OTH TEST","Tuberculosis of esophagus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","S",false,true,"01/01/2008","12/31/2100"
"25","017.9","TUBERCULOSIS OTHER SPECIFIED ORGANS","TUBERCULOSIS OF OTHER SPECIFIED ORGANS","Tuberculosis of other specified organs","S",false,false,"01/01/2008","12/31/2100"
"26","017.90","TB OTH SPEC ORGN CONF UNSPEC","TUBERCULOSIS OTH SPEC ORGANS CONFIRMATION UNSPEC","Tuberculosis of other specified organs, confirmation unspecified","S",false,true,"01/01/2008","12/31/2100"
"27","017.91","TB OTH SPEC ORGN EX NOT DONE","TB OTH SPEC ORGN EX NOT DONE","Tuberculosis of other specified organs, bacteriological or histological examination not done","S",false,true,"01/01/2008","12/31/2100"
"28","017.92","TB OTH SPEC ORGN EX UNKN","TB OTH SPEC ORGN EX UNKN","Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)","S",false,true,"01/01/2008","12/31/2100"
"29","017.93","TB OTH SPEC ORGANS-MICRO DX","TB OTH SPEC ORGN TUBERCLE BACILLI FOUND MIC","Tuberculosis of other specified organs, tubercle bacilli found (in sputum) by microscopy","S",false,true,"01/01/2008","12/31/2100"
"30","017.94","TB OTH SPEC ORGANS-CULT DX","TB OF OTH SPEC ORGANS-CULT DX","Tuberculosis of other specified organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","S",false,true,"01/01/2008","12/31/2100"
"31","017.95","TB OTH SPEC ORGANS-HISTO DX","TB OF OTH SPEC ORGANS-HISTO DX","Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","S",false,true,"01/01/2008","12/31/2100"
"32","017.96","TB OTH SPEC ORGANS-OTH TEST","TB OF OTH SPEC ORGANS-OTH TEST","Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inoculation of animals]","S",false,true,"01/01/2008","12/31/2100"
"33","018","MILIARY TUBERCULOSIS","MILIARY TUBERCULOSIS","Miliary tuberculosis","M",false,false,"01/01/2008","12/31/2100"
"34","018.0","ACUTE MILIARY TUBERCULOSIS","ACUTE MILIARY TUBERCULOSIS","Acute miliary tuberculosis","S",false,false,"01/01/2008","12/31/2100"
"35","018.00","ACUTE MILIARY TUBERCULOSIS UNSPEC","ACUTE MILIARY TUBERCULOSIS UNSPECIFIED","Acute miliary tuberculosis, unspecified","S",true,false,"01/01/2008","12/31/2100"
"36","018.01","ACUT MILIARY TB EX NOT DONE","ACUT MILIARY TB EX NOT DONE","Acute miliary tuberculosis, bacteriological or histological examination not done","S",true,false,"01/01/2008","12/31/2100"
"37","018.02","ACUT MILIARY TB EX UNKN","ACUT MILIARY TB EX UNKN","Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)","S",true,false,"01/01/2008","12/31/2100"
"38","018.03","ACUTE MILIARY TB-MICRO DX","ACUTE MILIARY TB TUBERCLE BACILLI FOUND MIC","Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy","S",true,false,"01/01/2008","12/31/2100"
"39","018.04","ACUTE MILIARY TB-CULT DX","ACUTE MILIARY TB-CULT DX","Acute miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","S",true,false,"01/01/2008","12/31/2100"
"40","018.05","ACUTE MILIARY TB-HISTO DX","ACUTE MILIARY TB-HISTO DX","Acute miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","S",true,false,"01/01/2008","12/31/2100"
"41","018.06","ACUTE MILIARY TB-OTH TEST","ACUTE MILIARY TB-OTH TEST","Acute miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","S",true,false,"01/01/2008","12/31/2100"
"42","018.8","OTHER SPEC MILIARY TUBERCULOSIS","OTHER SPECIFIED MILIARY TUBERCULOSIS","Other specified miliary tuberculosis","S",false,false,"01/01/2008","12/31/2100"
"43","018.80","OTH SPEC MILIARY TB CONF UNSPEC","OTH SPEC MILIARY TUBERCULOSIS CONF UNSPEC","Other specified miliary tuberculosis, confirmation unspecified","S",true,false,"01/01/2008","12/31/2100"
"44","018.81","OTH SPEC MILIARY TB EX NOT DONE","OTH SPEC MILIARY TB EX NOT DONE","Other specified miliary tuberculosis, bacteriological or histological examination not done","S",true,false,"01/01/2008","12/31/2100"
"45","018.82","OTH SPEC MILIARY TB EX UNKN","OTH SPEC MILIARY TB EX UNKN","Other specified miliary tuberculosis, bacteriological or histological examination unknown (at present)","S",true,false,"01/01/2008","12/31/2100"
"46","018.83","OTH SPEC MILIARY TB-MICRO DX","OTH SPEC MILIARY TB TUBERCLE BACILLI FOUND MIC","Other specified miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy","S",true,false,"01/01/2008","12/31/2100"
"47","018.84","OTH SPEC MILIARY TB-CULT DX","OTH SPEC MILIARY TB-CULT DX","Other specified miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","S",true,false,"01/01/2008","12/31/2100"
"48","018.85","OTH SPEC MILIARY TB-HISTO DX","OTH SPEC MILIARY TB-HISTO DX","Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","S",true,false,"01/01/2008","12/31/2100"
"49","018.86","OTH SPEC MILIARY TB-OTH TEST","OTH SPEC MILIARY TB-OTH TEST","Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","S",true,false,"01/01/2008","12/31/2100"
"50","018.9","UNSPECIFIED MILIARY TUBERCULOSIS","UNSPECIFIED MILIARY TUBERCULOSIS","Unspecified miliary tuberculosis","S",false,false,"01/01/2008","12/31/2100"
"51","018.90","UNSPEC MILIARY TUBERCULOSIS UNSPEC","UNSPECIFIED MILIARY TUBERCULOSIS UNSPECIFIED","Unspecified miliary tuberculosis, unspecified","S",true,false,"01/01/2008","12/31/2100"
"52","018.91","UNS MILIARY TB EX NOT DONE","UNS MILIARY TB EX NOT DONE","Unspecified miliary tuberculosis, bacteriological or histological examination not done","S",true,false,"01/01/2008","12/31/2100"
"53","018.92","UNS MILIARY TB EX UNKN","UNS MILIARY TB EX UNKN","Unspecified miliary tuberculosis, bacteriological or histological examination unknown (at present)","S",true,false,"01/01/2008","12/31/2100"
"54","018.93","UNSPEC MILIARY TB-MICRO DX","UNSPEC MILIARY TB TUBERCLE BACILLI FOUND MIC","Unspecified miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy","S",true,false,"01/01/2008","12/31/2100"
"55","018.94","UNS MILIARY TB-CULT DX","UNS MILIARY TB-CULT DX","Unspecified miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","S",true,false,"01/01/2008","12/31/2100"
"56","018.95","UNSPEC MILIARY TB-HISTO DX","UNS MILIARY TB-HISTO DX","Unspecified miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","S",true,false,"01/01/2008","12/31/2100"
"57","018.96","UNS MILIARY TB-OTH DX","UNS MILIARY TB-OTH TEST","Unspecified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","S",true,false,"01/01/2008","12/31/2100"
"58","02","OTH OP SKULL BRAIN&CERBRL MENINGES","OTHER OPERATIONS SKULL BRAIN&CEREBRAL MENINGES","Other operations on skull, brain, and cerebral meninges","M",false,false,"01/01/2099","01/01/2099"
"59","02.0","CRANIOPLASTY","CRANIOPLASTY","Cranioplasty","S",false,false,"01/01/2099","01/01/2099"
"60","02.01","OPENING OF CRANIAL SUTURE","OPENING OF CRANIAL SUTURE","Opening of cranial suture","S",false,false,"01/01/2099","01/01/2099"
"61","02.02","ELEVATION SKULL FRACTURE FRAGMENTS","ELEVATION OF SKULL FRACTURE FRAGMENTS","Elevation of skull fracture fragments","S",false,false,"01/01/2099","01/01/2099"
"62","02.03","FORMATION OF CRANIAL BONE FLAP","FORMATION OF CRANIAL BONE FLAP","Formation of cranial bone flap","S",false,false,"01/01/2099","01/01/2099"
"63","02.04","BONE GRAFT TO SKULL","BONE GRAFT TO SKULL","Bone graft to skull","S",false,false,"01/01/2099","01/01/2099"
"64","02.05","INSERTION OF SKULL PLATE","INSERTION OF SKULL PLATE","Insertion of skull plate","S",false,false,"01/01/2099","01/01/2099"
"65","02.06","OTHER CRANIAL OSTEOPLASTY","OTHER CRANIAL OSTEOPLASTY","Other cranial osteoplasty","S",false,false,"01/01/2099","01/01/2099"
"66","02.07","REMOVAL OF SKULL PLATE","REMOVAL OF SKULL PLATE","Removal of skull plate","S",false,false,"01/01/2099","01/01/2099"
"67","02.1","REPAIR OF CEREBRAL MENINGES","REPAIR OF CEREBRAL MENINGES","Repair of cerebral meninges","S",false,false,"01/01/2099","01/01/2099"
"68","02.11","SIMPLE SUTURE DURA MATER BRAIN","SIMPLE SUTURE OF DURA MATER OF BRAIN","Simple suture of dura mater of brain","S",false,false,"01/01/2099","01/01/2099"
"69","02.12","OTHER REPAIR OF CEREBRAL MENINGES","OTHER REPAIR OF CEREBRAL MENINGES","Other repair of cerebral meninges","S",false,false,"01/01/2099","01/01/2099"
"70","02.13","LIGATION OF MENINGEAL VESSEL","LIGATION OF MENINGEAL VESSEL","Ligation of meningeal vessel","S",false,false,"01/01/2099","01/01/2099"
"71","02.14","CHOROID PLEXECTOMY","CHOROID PLEXECTOMY","Choroid plexectomy","S",false,false,"01/01/2099","01/01/2099"
"72","02.2","VENTRICULOSTOMY","VENTRICULOSTOMY","Ventriculostomy","S",false,false,"01/01/2099","01/01/2099"
"73","02.3","EXTRACRANIAL VENTRICULAR SHUNT","EXTRACRANIAL VENTRICULAR SHUNT","Extracranial ventricular shunt","S",false,false,"01/01/2099","01/01/2099"
"74","02.31","VENTRICULAR SHNT STRUCTURE HEAD&NCK","VENTRICULAR SHUNT TO STRUCTURE IN HEAD AND NECK","Ventricular shunt to structure in head and neck","S",false,false,"01/01/2099","01/01/2099"
"75","02.32","VENTRICULAR SHUNT CIRC SYSTEM","VENTRICULAR SHUNT TO CIRCULATORY SYSTEM","Ventricular shunt to circulatory system","S",false,false,"01/01/2099","01/01/2099"
"76","02.33","VENTRICULAR SHUNT THORACIC CAVITY","VENTRICULAR SHUNT TO THORACIC CAVITY","Ventricular shunt to thoracic cavity","S",false,false,"01/01/2099","01/01/2099"
"77","02.34","VENTRICULAR SHUNT ABD CAVITY&ORGANS","VENTRICULAR SHUNT TO ABDOMINAL CAVITY AND ORGANS","Ventricular shunt to abdominal cavity and organs","S",false,false,"01/01/2099","01/01/2099"
"78","02.35","VENTRICULAR SHUNT TO URINARY SYSTEM","VENTRICULAR SHUNT TO URINARY SYSTEM","Ventricular shunt to urinary system","S",false,false,"01/01/2099","01/01/2099"
"79","02.39","OTH OP ESTABLISH DRAIN VENTRICLE","OTHER OPERATIONS TO ESTABLISH DRAINAGE VENTRICLE","Other operations to establish drainage of ventricle","S",false,false,"01/01/2099","01/01/2099"
"80","02.4","REV REMOVAL&IRRIG VENTRICULAR SHNT","REVISION REMOVAL&IRRIGATION OF VENTRICULAR SHUNT","Revision, removal, and irrigation of ventricular shunt","S",false,false,"01/01/2099","01/01/2099"
"81","02.41","IRRIGATION&EXPL VENTRICULAR SHUNT","IRRIGATION AND EXPLORATION OF VENTRICULAR SHUNT","Irrigation and exploration of ventricular shunt","S",false,false,"01/01/2099","01/01/2099"
"82","02.42","REPLACEMENT OF VENTRICULAR SHUNT","REPLACEMENT OF VENTRICULAR SHUNT","Replacement of ventricular shunt","S",false,false,"01/01/2099","01/01/2099"
"83","02.43","REMOVAL OF VENTRICULAR SHUNT","REMOVAL OF VENTRICULAR SHUNT","Removal of ventricular shunt","S",false,false,"01/01/2099","01/01/2099"
"84","02.9","OTH OP SKULL BRAIN&CERBRL MENINGES","OTHER OPERATIONS SKULL BRAIN&CEREBRAL MENINGES","Other operations on skull, brain, and cerebral meninges","S",false,false,"01/01/2099","01/01/2099"
"85","02.91","LYSIS OF CORTICAL ADHESIONS","LYSIS OF CORTICAL ADHESIONS","Lysis of cortical adhesions","S",false,false,"01/01/2099","01/01/2099"
"86","02.92","REPAIR OF BRAIN","REPAIR OF BRAIN","Repair of brain","S",false,false,"01/01/2099","01/01/2099"
"87","02.93","IMPL/REPL INTRACRAN NEUROSTIM LEAD","IMPL/REPL INTRACRANIAL NEUROSTIMULATOR LEAD(S)","Implantation or replacement of intracranial neurostimulator lead(s)","S",false,false,"01/01/2099","01/01/2099"
"88","02.94","INSRT-REPLCMT SKULL TONGS-HALO","INSERTION-REPLCMT SKULL TONGS-HALO TRAC DEVICE","Insertion or replacement of skull tongs or halo traction device","S",false,false,"01/01/2099","01/01/2099"
"89","02.95","REMOVL SKULL TONGS/HALO TRAC DEVICE","REMOVAL OF SKULL TONGS OR HALO TRACTION DEVICE","Removal of skull tongs or halo traction device","S",false,false,"01/01/2099","01/01/2099"
"90","02.96","INSERTION OF SPHENOIDAL ELECTRODES","INSERTION OF SPHENOIDAL ELECTRODES","Insertion of sphenoidal electrodes","S",false,false,"01/01/2099","01/01/2099"
"91","02.99","OTH OP SKULL BRAIN&CERBRL MENINGES","OTHER OPERATIONS SKULL BRAIN&CEREBRAL MENINGES","Other operations on skull, brain, and cerebral meninges","S",false,false,"01/01/2099","01/01/2099"
"92","020","PLAGUE","PLAGUE","Plague","M",false,false,"01/01/2008","12/31/2100"
"93","020.0","BUBONIC PLAGUE","BUBONIC PLAGUE","Bubonic plague","S",true,false,"01/01/2008","12/31/2100"
"94","020.1","CELLULOCUTANEOUS PLAGUE","CELLULOCUTANEOUS PLAGUE","Cellulocutaneous plague","S",true,false,"01/01/2008","12/31/2100"
"95","020.2","SEPTICEMIC PLAGUE","SEPTICEMIC PLAGUE","Septicemic plague","S",true,false,"01/01/2008","12/31/2100"
"96","020.3","PRIMARY PNEUMONIC PLAGUE","PRIMARY PNEUMONIC PLAGUE","Primary pneumonic plague","S",true,false,"01/01/2008","12/31/2100"
"97","020.4","SECONDARY PNEUMONIC PLAGUE","SECONDARY PNEUMONIC PLAGUE","Secondary pneumonic plague","S",true,false,"01/01/2008","12/31/2100"
"98","020.5","PNEUMONIC PLAGUE, UNSPECIFIED","PNEUMONIC PLAGUE, UNSPECIFIED","Pneumonic plague, unspecified","S",true,false,"01/01/2008","12/31/2100"
"99","020.8","OTHER SPECIFIED TYPES OF PLAGUE","OTHER SPECIFIED TYPES OF PLAGUE","Other specified types of plague","S",true,false,"01/01/2008","12/31/2100"
"100","020.9","UNSPECIFIED PLAGUE","UNSPECIFIED PLAGUE","Unspecified plague","S",true,false,"01/01/2008","12/31/2100"
"101","021","TULAREMIA","TULAREMIA","Tularemia","M",false,false,"01/01/2008","12/31/2100"
"102","021.0","ULCEROGLANDULAR TULAREMIA","ULCEROGLANDULAR TULAREMIA","Ulceroglandular tularemia","S",false,true,"01/01/2008","12/31/2100"
"103","021.1","ENTERIC TULAREMIA","ENTERIC TULAREMIA","Enteric tularemia","S",false,true,"01/01/2008","12/31/2100"
"104","021.2","PULMONARY TULAREMIA","PULMONARY TULAREMIA","Pulmonary tularemia","S",false,true,"01/01/2008","12/31/2100"
"105","00","PROCEDURES AND INTERVENTIONS NEC","PROCEDURES AND INTERVENTIONS NEC","Procedures and interventions not elsewhere classified","M",false,false,"01/01/2099","01/01/2099"
"106","00.0","THERAPEUTIC ULTRASOUND","THERAPEUTIC ULTRASOUND","Therapeutic ultrasound","S",false,false,"01/01/2099","01/01/2099"
"107","00.01","THERAPEUTIC US VESSELS HEAD&NECK","THERAPEUTIC ULTRASOUND OF VESSELS OF HEAD&NECK","Therapeutic ultrasound of vessels of head and neck","S",false,false,"01/01/2099","01/01/2099"
"108","00.02","THERAPEUTIC ULTRASOUND OF HEART","THERAPEUTIC ULTRASOUND OF HEART","Therapeutic ultrasound of heart","S",false,false,"01/01/2099","01/01/2099"
"109","00.03","THERAPEUTIC US PERIPH VASC VESSELS","THERAPEUTIC ULTRASOUND PERIPH VASCULAR VESSELS","Therapeutic ultrasound of peripheral vascular vessels","S",false,false,"01/01/2099","01/01/2099"
"110","00.09","OTHER THERAPEUTIC ULTRASOUND","OTHER THERAPEUTIC ULTRASOUND","Other therapeutic ultrasound","S",false,false,"01/01/2099","01/01/2099"
"111","00.1","PHARMACEUTICALS","PHARMACEUTICALS","Pharmaceuticals","S",false,false,"01/01/2099","01/01/2099"
"112","00.10","IMPLANTATION CHEMOTHERAPEUTIC AGENT","IMPLANTATION OF CHEMOTHERAPEUTIC AGENT","Implantation of chemotherapeutic agent","S",false,false,"01/01/2099","01/01/2099"
"113","00.11","INFUSION OF DROTRECOGIN ALFA","INFUSION OF DROTRECOGIN ALFA","Infusion of drotrecogin alfa (activated)","S",false,false,"01/01/2099","01/01/2099"
"114","00.12","ADMINISTRATION INHALED NITRIC OXIDE","ADMINISTRATION OF INHALED NITRIC OXIDE","Administration of inhaled nitric oxide","S",false,false,"01/01/2099","01/01/2099"
"115","00.13","INJECTION OR INFUSION OF NESIRITIDE","INJECTION OR INFUSION OF NESIRITIDE","Injection or infusion of nesiritide","S",false,false,"01/01/2099","01/01/2099"
"116","00.14","INJ-INFUS OXAZOLIDINONE CLASS ABXS","INJECTION-INFUSION OXAZOLIDINONE CLASS ABXS","Injection or infusion of oxazolidinone class of antibiotics","S",false,false,"01/01/2099","01/01/2099"
"117","00.15","HIGH-DOSE INFUSION INTERLEUKIN-2","HIGH-DOSE INFUSION INTERLEUKIN-2","High-dose infusion interleukin-2 [IL-2]","S",false,false,"01/01/2099","01/01/2099"
"118","00.16","PRESS TX VEN BYPS GFT PHARMA SBSTNC","PRESSUR TX VENOUS BYPASS GRAFT W/ PHARMA SBSTNC","Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance","S",false,false,"01/01/2099","01/01/2099"
"119","00.17","INFUSION OF VASOPRESSOR AGENT","INFUSION OF VASOPRESSOR AGENT","Infusion of vasopressor agent","S",false,false,"01/01/2099","01/01/2099"
"120","00.18","INFUS IMMUNOSUPPRESSIVE ANTIBODY TX","INFUSION OF IMMUNOSUPPRESSIVE ANTIBODY THERAPY","Infusion of immunosuppressive antibody therapy","S",false,false,"01/01/2099","01/01/2099"
"121","00.19","DISR BLD BRN BARRIER VIA INFUSN","DISRUPT BLD BRAIN BARRIER VIA INFUS [BBBD]","Disruption of blood brain barrier via infusion [BBBD]","S",false,false,"01/01/2099","01/01/2099"
"122","00.2","INTRAVASCULAR IMAGING BLOOD VESSELS","INTRAVASCULAR IMAGING OF BLOOD VESSELS","Intravascular imaging of blood vessels","S",false,false,"01/01/2099","01/01/2099"
"123","00.21","IVASC IMAGING XTRACRAN CERBRL VES","INTRAVASCULAR IMAGING XTRACRAN CERBRL VESSELS","Intravascular imaging of extracranial cerebral vessels","S",false,false,"01/01/2099","01/01/2099"
"124","00.22","IVASC IMAGING INTRATHORACIC VESSELS","INTRAVASCULAR IMAGING OF INTRATHORACIC VESSELS","Intravascular imaging of intrathoracic vessels","S",false,false,"01/01/2099","01/01/2099"
"125","00.23","IVASC IMAGING PERIPHERAL VESSELS","INTRAVASCULAR IMAGING OF PERIPHERAL VESSELS","Intravascular imaging of peripheral vessels","S",false,false,"01/01/2099","01/01/2099"
"126","00.24","INTRAVASCULAR IMAGING COR VESSELS","INTRAVASCULAR IMAGING OF CORONARY VESSELS","Intravascular imaging of coronary vessels","S",false,false,"01/01/2099","01/01/2099"
"127","00.25","INTRAVASCULAR IMAGING RENAL VESSELS","INTRAVASCULAR IMAGING OF RENAL VESSELS","Intravascular imaging of renal vessels","S",false,false,"01/01/2099","01/01/2099"
"128","00.28","IVASC IMAGING OTH SPEC VESSEL(S)","INTRAVASCULAR IMAGING OTHER SPECIFIED VESSEL(S)","Intravascular imaging, other specified vessel(s)","S",false,false,"01/01/2099","01/01/2099"
"129","00.29","INTRAVASC IMAGING UNSPEC VESSEL(S)","INTRAVASCULAR IMAGING UNSPECIFIED VESSEL(S)","Intravascular imaging, unspecified vessel(s)","S",false,false,"01/01/2099","01/01/2099"
"130","00.3","COMPUTER ASSISTED SURGERY [CAS]","COMPUTER ASSISTED SURGERY [CAS]","Computer assisted surgery [CAS]","S",false,false,"01/01/2099","01/01/2099"
"131","00.31","COMPUTER ASSISTED SURGERY W/ CT/CTA","COMPUTER ASSISTED SURGERY WITH CT/CTA","Computer assisted surgery with CT/CTA","S",false,false,"01/01/2099","01/01/2099"
"132","00.32","COMPUTER ASSISTED SURGERY W/ MR/MRA","COMPUTER ASSISTED SURGERY WITH MR/MRA","Computer assisted surgery with MR/MRA","S",false,false,"01/01/2099","01/01/2099"
"133","00.33","COMPUTER ASSTD SURGERY W/ FLUORO","COMPUTER ASSISTED SURGERY WITH FLUOROSCOPY","Computer assisted surgery with fluoroscopy","S",false,false,"01/01/2099","01/01/2099"
"134","00.34","IMAGELESS COMPUTER ASSISTED SURGERY","IMAGELESS COMPUTER ASSISTED SURGERY","Imageless computer assisted surgery","S",false,false,"01/01/2099","01/01/2099"
"135","00.35","COMPUTER ASSTD SURG W/ MX DATASETS","COMPUTER ASSISTED SURGERY WITH MULTIPLE DATASETS","Computer assisted surgery with multiple datasets","S",false,false,"01/01/2099","01/01/2099"
"136","00.39","OTHER COMPUTER ASSISTED SURGERY","OTHER COMPUTER ASSISTED SURGERY","Other computer assisted surgery","S",false,false,"01/01/2099","01/01/2099"
"137","00.4","ADJUNCT VASCULAR SYSTEM PROCEDURES","ADJUNCT VASCULAR SYSTEM PROCEDURES","Adjunct vascular system procedures","S",false,false,"01/01/2099","01/01/2099"
"138","00.40","PROCEDURE ON SINGLE VESSEL","PROCEDURE ON SINGLE VESSEL","Procedure on single vessel","S",false,false,"01/01/2099","01/01/2099"
"139","00.41","PROCEDURE ON TWO VESSELS","PROCEDURE ON TWO VESSELS","Procedure on two vessels","S",false,false,"01/01/2099","01/01/2099"
"140","00.42","PROCEDURE ON THREE VESSELS","PROCEDURE ON THREE VESSELS","Procedure on three vessels","S",false,false,"01/01/2099","01/01/2099"
"141","00.43","PROCEDURE ON FOUR OR MORE VESSELS","PROCEDURE ON FOUR OR MORE VESSELS","Procedure on four or more vessels","S",false,false,"01/01/2099","01/01/2099"
"142","00.44","PROCEDURE ON VESSEL BIFURCATION","PROCEDURE ON VESSEL BIFURCATION","Procedure on vessel bifurcation","S",false,false,"01/01/2099","01/01/2099"
"143","00.45","INSERTION OF ONE VASCULAR STENT","INSERTION OF ONE VASCULAR STENT","Insertion of one vascular stent","S",false,false,"01/01/2099","01/01/2099"
